Transaction ID,Date,Weekday,Month,Category,Amount,Transaction Type,Payment Method,Merchant,User ID
d254e2ba-7505-401b-8d3d-c46c85ca0653,2024-09-20,4,9,Utilities,364.03,Expense,Credit Card,Solomon-Weaver,72e040c7-71cf-49a0-872b-bdb94889869a
0722140d-28ee-4ec6-b129-dfd0347ea285,2024-05-04,5,5,Groceries,194.84,Expense,Debit Card,"Glover, Williams and Ramos",16f32155-8bf3-4bc1-b615-8e109cd8a7f1
ebfb7179-1fbc-49d2-bae8-d68a4b7215b1,2024-09-21,5,9,Utilities,416.59,Income,Credit Card,"Herrera, Chan and Morse",4ee972b6-30a1-481d-b15d-dd577b8d49b7
51f3b06e-aef3-4ace-a2fe-73670d550962,2024-08-18,6,8,Entertainment,685.67,Expense,Credit Card,Carey and Sons,33bce9a8-ae62-4bf3-bc6f-11c47e1bf364
5ce04e6d-8650-4cf5-a26e-82370d0799ca,2024-06-30,6,6,Entertainment,883.33,Expense,Bank Transfer,Smith-Downs,b3179b6d-4ed6-480f-b174-062e40b2c720
73d50e85-345c-43ec-9c64-c2515b5c3f1b,2024-04-10,2,4,Shopping,868.44,Expense,Credit Card,Davis and Sons,f1e9f49c-23f4-4f59-a1b4-9a5ea165fd27
f5dd068b-1485-42f2-8278-abed9c15d5f4,2024-07-20,5,7,Rent,1905.9,Income,Cash,Jensen Ltd,6975554c-bfb8-4b0e-bc15-c3dfbc669c7b
54989502-3e6a-45e7-a1f6-785fbbd59614,2024-05-24,4,5,Entertainment,513.83,Income,Bank Transfer,Porter-Romero,b666b961-7577-4eef-b3c0-3e424efd4574
8dbdc86d-a95a-4423-b2aa-0060c547f428,2024-01-13,5,1,Entertainment,524.09,Income,Cash,Davis Ltd,20745818-6be7-4c5b-b91f-fe357d874c54
7be1a277-a918-4362-bf23-00882dc2ba57,2024-10-03,3,10,Entertainment,329.1,Income,Bank Transfer,"Hoover, Small and Ward",a6279d68-130f-4f37-a9c1-c22a1185c3a5
cf0d3eab-2f71-4923-81f7-b031f7fdd004,2024-02-08,3,2,Rent,1076.4,Expense,Credit Card,Washington-Johnson,5d46c351-c88e-45f8-9669-dc5d0f19e1d2
498233d2-1a16-4704-b4bb-26bebef6aa05,2024-06-25,1,6,Groceries,99.87,Income,Debit Card,Melton-Tyler,125a5677-abc4-491c-a972-a8041bda6e42
72d1f23d-8d30-4523-9437-3c4dcc333cf0,2024-11-13,2,11,Shopping,780.92,Income,Bank Transfer,"Lambert, Frank and Kramer",9eca5057-1ad9-40a0-b7ea-c298dd25d62b
892cf51e-0122-4320-a14c-5dbafc275898,2024-10-15,1,10,Groceries,79.62,Expense,Bank Transfer,"Nguyen, Brown and Martin",4b8f323f-acce-4125-a8b0-42ceb2ada557
552e7779-1ed2-4cf9-9bac-472b34adc6ca,2024-10-20,6,10,Shopping,878.88,Expense,Debit Card,Keith-Fletcher,df00ae15-cdd0-4b0f-8cb7-6b3ac7653fe6
0e91b8d0-bff5-4b84-bb61-086af92cc95c,2024-07-17,2,7,Health,528.8,Income,Credit Card,Silva-Vasquez,d21552fa-8080-40b5-ab3f-72b34ee3140c
0227810c-dfa7-4b70-9741-af464c0311e9,2024-05-04,5,5,Dining,694.28,Income,Bank Transfer,Bryant Group,e7555021-540d-4293-a4c8-c348a5961f60
9ca224fd-aa5f-48f3-8aeb-c91735958d92,2024-08-12,0,8,Dining,902.03,Income,Cash,Lin-Cruz,723ec975-fbea-473a-a6bb-221684ef2c3d
5cdb853d-f7a3-49a6-a7f1-39e1e912f24c,2024-06-21,4,6,Shopping,353.79,Expense,Credit Card,Cooper-Finley,3846f601-8289-4ded-83b7-9dcc1982392a
993f8aaa-f23f-4f29-b4c1-8cc9e6b2ebf1,2024-01-13,5,1,Groceries,188.06,Income,Bank Transfer,Gray Inc,b0529c5b-2f02-4857-ba18-4d06dab43844
ec6affe3-bee0-4cb8-925c-4111adfbd0d1,2024-07-06,5,7,Shopping,313.27,Expense,Bank Transfer,"Scott, Ho and Rogers",f6d3ea0d-6e7e-4f77-8a8e-bd204e30ef8a
5d3ed997-af1d-4f71-b142-6f7325b6ba0a,2024-09-17,1,9,Transport,447.25,Expense,Cash,Jordan-Melton,521d0d56-6f28-4595-987b-686c354983bc
37155877-487e-4f00-a7c1-34fd891d1366,2024-05-18,5,5,Rent,1059.36,Expense,Credit Card,Ward and Sons,9fd20cd0-e4d9-47e3-83ea-1637ca1a86b5
3e595f54-7892-407f-a45a-c95564f1f2c7,2024-10-05,5,10,Health,348.37,Income,Cash,Kaiser Group,85cafad7-3158-41cb-b9b9-51eecdf0ff97
1591c184-2488-47e8-89a5-d6a862ad92e3,2024-07-22,0,7,Dining,454.21,Expense,Credit Card,Jones LLC,17fd593e-9a24-4ecc-b5f7-08c16a0a65d2
42eccab7-4d30-408f-b43e-3d1957fcb962,2024-11-07,3,11,Transport,553.56,Income,Bank Transfer,Wise-Ramirez,3debbf85-c0f1-4220-b140-5aab0444536d
316b9236-f7ec-44fd-bece-fe42ac0bfb7f,2024-03-18,0,3,Dining,925.96,Expense,Bank Transfer,Nguyen and Sons,3d133ee5-261c-4b21-92af-755d229c9ec6
3cf58a1b-11fc-41e1-be97-c55a8e08e0f1,2024-04-27,5,4,Utilities,198.94,Expense,Debit Card,Johnson-Hendricks,8e07d9c6-bc42-4d18-a855-2b4a69330ad3
689e4534-2e0e-4d6c-9f06-b25efc80ecb1,2024-10-23,2,10,Utilities,415.95,Expense,Debit Card,"Costa, Melton and Thomas",0cf5eebd-c76b-44b6-a0e7-bd4d8d3dfb98
ecef4751-7777-4781-a561-e2860308bf4d,2024-06-27,3,6,Groceries,152.23,Expense,Debit Card,Williams Inc,199da7b4-8cfc-4198-b542-d0c404cadf3f
1470cbd3-1e01-4f36-adf5-680ec9b1228f,2024-05-29,2,5,Utilities,385.57,Income,Debit Card,"Mueller, Cohen and Navarro",37cb51c5-8e11-4c96-8df7-4e25a699f8a5
f1ed2022-247e-4c50-b65f-fea5032276e4,2024-07-01,0,7,Shopping,109.65,Income,Credit Card,"Edwards, Wilson and Thompson",9b4d74b4-5a20-4760-9dfa-be0d18224232
63efa9c7-46fc-4708-94a3-2d7ebdb06abe,2024-03-13,2,3,Rent,1757.58,Expense,Cash,Serrano-Moreno,991eab0d-289b-46a0-a9ed-0d746a9df985
04895c3a-73d1-4575-af4b-a34d4634f016,2024-08-19,0,8,Rent,695.64,Expense,Credit Card,Brown and Sons,ef4692df-8d65-46f9-b5e7-fddbca288339
fcebd079-e00c-44e3-b700-f799a282b013,2024-02-24,5,2,Dining,45.27,Income,Bank Transfer,"Anderson, Smith and Frank",1d4be658-bf33-421d-94c9-d67682395419
e31711eb-6331-45db-9705-d8e73d10263c,2024-04-08,0,4,Dining,625.75,Expense,Debit Card,Bradford-Jones,4a889d20-b5ae-490b-8712-1025cc9691c7
c2a97fa4-99ef-4802-8d4c-289d03651837,2024-04-18,3,4,Entertainment,144.78,Income,Credit Card,Gonzalez-Wilson,bd8815b6-969e-46c9-a707-ee2480c21e4f
7fc8da24-6848-465e-afb8-38186b933913,2024-08-03,5,8,Rent,1573.6,Income,Credit Card,Wright-Nelson,ac8aa2c9-0db5-44f7-8faf-e04d2d66f1b1
ddd92350-713e-44a0-9099-f645fb043339,2024-08-05,0,8,Utilities,330.31,Expense,Bank Transfer,Davis-Quinn,84c19202-6647-497b-b2b1-d40e4feb1efd
344b89fe-e495-4f14-a503-458311763233,2024-07-10,2,7,Entertainment,795.71,Income,Bank Transfer,"Nunez, Garcia and Armstrong",cd91caa1-b01b-4954-a479-2bd5b71044cf
23ce2f13-be30-47b8-bdf1-65756229641a,2024-07-07,6,7,Shopping,417.14,Income,Cash,"Chen, Bennett and Hamilton",75c16a6b-2651-4311-b8d2-690972a5a5cd
697a297d-2ce3-45c6-9969-a13a22fd14a1,2024-03-05,1,3,Health,443.74,Expense,Credit Card,"Petersen, Gilbert and Boyd",369dee21-84e2-4017-a53e-066362964968
e2006d40-a4d4-4365-a725-26c9fc78ceb7,2024-01-03,2,1,Shopping,151.17,Income,Debit Card,"Gordon, Love and Bennett",09bd231d-a5e8-406d-a704-bd07710d7749
98504094-1537-4e4f-9230-396b0c6cf286,2024-08-12,0,8,Rent,1551.11,Expense,Bank Transfer,Gonzalez and Sons,f6c73b2d-30df-44bc-8acc-88d07546fda3
417463dd-bab1-4625-a8ff-ca559086a38c,2024-08-14,2,8,Groceries,30.0,Income,Bank Transfer,"Robinson, Hays and Lopez",86c7a6b1-01d1-40bd-9961-c096a6b2bd70
48bc0599-007f-4b61-b08d-c2f3840b2727,2024-06-23,6,6,Dining,181.81,Income,Debit Card,Moran-Chen,b40b246c-9e33-4319-9ff5-e611e27f3d87
30ede4f7-d395-4745-a506-ec12aa7c8359,2024-06-14,4,6,Dining,368.92,Income,Bank Transfer,Joseph PLC,9ba79367-6e93-44e9-85ac-d61e7de01a1f
ef93ebd6-a666-4cbb-9e85-f1679fdb6c1d,2024-10-29,1,10,Entertainment,677.53,Income,Bank Transfer,"Lee, Strickland and Lewis",c59e5dc8-4f22-476b-851c-fa3c5e6084c1
10c087f0-6971-484e-971b-ca0921c760de,2024-10-28,0,10,Entertainment,101.65,Expense,Debit Card,Hernandez-Harper,dd390e99-1cbc-48ae-bb62-525b8d9bf848
bf8ea596-98a7-4d12-bd8b-0acb508f8aa3,2024-01-29,0,1,Transport,291.89,Expense,Cash,Ramirez Inc,5305a178-1744-4a27-951a-58c2c16e8563
d399e4d4-b378-4340-8c92-695d86c4a0d1,2024-08-17,5,8,Health,472.44,Income,Bank Transfer,"Everett, Lopez and Morgan",4cfa8966-fd33-4f49-aa86-961aa59e126f
85b77071-ef3f-437b-b2bc-0da2f845a7c9,2024-10-22,1,10,Dining,315.73,Expense,Credit Card,"Collins, Johnson and Morrison",dbcde29b-23ab-498e-9b88-1ee87e47bbad
3b3879ea-1512-41e6-b92a-59a7c00994f2,2024-08-18,6,8,Entertainment,168.17,Expense,Cash,Cross Ltd,64b9db57-d9a6-4281-a7e1-d4aa6561797b
c1a38f5c-9129-4844-b18c-b6ab7721ff22,2024-06-12,2,6,Health,82.38,Income,Debit Card,"Fritz, Cooley and Wilson",6b616456-d5b6-4ca4-8471-aadbec00bad0
99336c50-9b0b-435f-99c4-cc7a580173eb,2024-07-01,0,7,Entertainment,879.02,Expense,Credit Card,"Potts, Hernandez and Dalton",a085081a-cdab-4170-b8dd-8f9d9f086ae6
a8087893-ed50-431a-ae72-ec47fd6ac8bb,2024-01-31,2,1,Dining,980.88,Expense,Cash,"Williams, Murray and Hughes",ef70fd73-d7b6-446a-afbd-013c89e2bbce
4ff0beff-e404-4f9e-ab38-72b4ac0dec49,2024-05-11,5,5,Health,684.45,Income,Cash,"Sanders, Hernandez and Jacobs",83e589aa-10fe-42cf-8a2a-b2a7e86d8c6e
8c748859-b38c-4902-ba7d-3cbb547973c6,2024-02-06,1,2,Groceries,71.8,Expense,Credit Card,"Frank, Thompson and Serrano",99edb650-37e6-43b4-8a89-660424a73cda
4c307b32-96d9-4a0f-9040-62823a2581cf,2024-09-26,3,9,Shopping,625.93,Income,Credit Card,Williams Ltd,34eeb264-863b-43b8-88c6-efc1dd2209bd
739231b7-7dcf-4747-b981-3ef4a0fd11be,2024-09-17,1,9,Shopping,928.95,Expense,Cash,Morris-Landry,f9b3df8d-a6fc-46b4-9e8a-78d993edbcca
ac24f32f-c3d5-4993-90e3-952aaab63bee,2024-03-29,4,3,Rent,1548.28,Expense,Bank Transfer,Bird-Hurley,0506ea64-3c79-45cc-8ad9-64a43976e5ca
38c7c640-3081-47fb-9789-8125b8260120,2024-09-14,5,9,Shopping,697.91,Expense,Cash,Perez-Armstrong,0fabe53b-ca9e-4be4-9a73-7eb56229b47a
e270e21f-b17e-4454-a043-c89014df340c,2024-08-08,3,8,Utilities,366.03,Income,Debit Card,"Harrison, Lin and Santiago",33c18ac6-7d2b-4f33-8111-49e835181cf6
afad247b-9409-4002-b70f-4ac3813d4a59,2024-09-28,5,9,Health,87.41,Expense,Debit Card,"Hutchinson, Fitzgerald and Smith",6b172a43-7e38-41ef-accd-6c9a84e0cebb
ddad4884-1007-4ba2-b972-da53ca2a13a5,2024-04-15,0,4,Groceries,164.06,Income,Debit Card,Crawford PLC,b18290e0-112b-48d5-a259-65f7b8c5e268
594c8461-b49b-467d-b4a1-58a0a872d6f4,2024-05-03,4,5,Utilities,137.28,Expense,Credit Card,"Thompson, Knight and Cervantes",f6124fdf-fe76-4c25-a300-ca72835710e8
0e06cfce-e89e-4203-a94c-2bc3a1e7fc1a,2024-05-09,3,5,Shopping,565.18,Expense,Credit Card,Vasquez Inc,9304f655-208f-4acd-b26d-519a2d00bf0d
52bbabd1-2447-4dc9-9be1-eea1603db095,2024-10-25,4,10,Rent,1212.28,Income,Bank Transfer,Williams Inc,06a5e3fd-d527-48ce-b52a-ca566846a76e
85f136f5-bd34-439b-9f25-5b5c685ad228,2024-07-29,0,7,Rent,1661.84,Income,Bank Transfer,"Ashley, Alvarez and Hart",e92b53a7-94ff-4746-9a80-28027562dfad
8983b0bf-8a5a-44c2-905a-42598a3208f4,2024-09-03,1,9,Rent,1384.76,Income,Bank Transfer,Rios-Jones,c610f1f3-fd1e-4c44-82e5-f811e144a761
0991de4b-5aba-4fca-9c87-a5e141943709,2024-10-09,2,10,Rent,1101.76,Income,Credit Card,Weber-Eaton,17130452-06ee-4f1b-804e-99e7502c95b8
827364b4-7e4f-41f4-9113-f8cb6e848c06,2024-06-25,1,6,Dining,68.79,Expense,Bank Transfer,"Roberts, Munoz and Gill",95fb706a-72f5-4438-947e-7ece96e756ab
6248bd92-ba89-49cf-bc02-e774383a34dc,2024-09-03,1,9,Transport,582.68,Expense,Credit Card,"Henry, Frey and Stevens",80ee740d-a33c-42ca-9da4-3b9687f073c7
c58447b1-4b75-44e6-a1e6-948044d8ecaf,2024-06-27,3,6,Shopping,219.13,Expense,Credit Card,Ortega Inc,7f328370-cfe9-48fd-bf4e-68ffdab530db
432c1f95-915e-4f7d-8a5d-9c95bbca3761,2024-01-31,2,1,Utilities,350.5,Expense,Credit Card,Cook Group,c9f7d6fc-d9d4-4338-83be-5415686bfc3d
11149370-d51b-4618-b5e6-990ffcd44adc,2024-07-05,4,7,Transport,127.71,Income,Credit Card,"Gutierrez, Davis and Jones",e80310d3-c4cf-44d4-a69f-86e4f4a7f4ea
45f62431-d6e5-468a-9c88-69205d345554,2024-03-24,6,3,Health,755.82,Income,Debit Card,Burns-Sullivan,f41f17a2-5415-4b78-9b6d-46a82b99b9b2
862e9909-f221-4a7f-8532-3499d7c5216b,2024-02-25,6,2,Rent,1212.28,Income,Debit Card,"Woods, Nguyen and Leonard",e8877cb0-850a-4304-a429-32f2e26f73c8
db18977b-46d2-48ed-bbaf-8ffa835b39af,2024-07-12,4,7,Dining,148.8,Income,Bank Transfer,Lopez-Hoover,3b56a5a2-5b3e-4970-b3e4-53af43602806
ced1e2d0-15b2-4516-bdf0-0c9ad2de09ff,2024-04-27,5,4,Rent,1250.33,Income,Credit Card,"Allen, Parks and Morrison",1f429fbf-5231-4bbc-a44b-f561fa8fe87d
66d9057c-4eba-4d61-aefd-edef18828244,2024-09-16,0,9,Transport,303.73,Income,Credit Card,Bell and Sons,e9e0a6cc-b5d4-42e3-809d-c9621873b726
484faee0-ae0a-475b-8fdd-bd217e1ccb79,2024-10-06,6,10,Utilities,97.64,Income,Bank Transfer,Brewer PLC,1502be06-3068-41ab-831f-98159d61f285
00aafe61-0fcd-4d53-8957-d5b4d0d3f366,2024-07-04,3,7,Entertainment,472.56,Expense,Cash,Robinson PLC,139c66c7-9b6a-4aac-9c8b-c45d154940ef
6bb468b6-6cb3-415b-8636-b028d63de8f1,2024-11-04,0,11,Dining,620.52,Income,Bank Transfer,"Parker, Haynes and English",9ce2d18f-719a-4a9b-9e5a-728212ac2aac
2134f9dc-ca04-45ee-a51e-dbdf724279ab,2024-01-25,3,1,Rent,1535.76,Expense,Bank Transfer,Thompson and Sons,ede59a43-db06-483e-bc27-dd37faef66f9
cf075002-9458-47a0-9a63-b0c3ac2eb806,2024-09-02,0,9,Rent,717.93,Income,Debit Card,Williams-Mitchell,3ae5cf02-0ea4-4224-9c78-c064e65bcbd3
c7b4a228-bc83-4f67-9bb3-a0348137da29,2024-09-01,6,9,Entertainment,719.49,Expense,Bank Transfer,Lopez-Ramos,21cf44c6-10b2-4621-ab4d-0e34832e61b7
d3f5b956-3bdd-42b4-871f-796dbc3b1846,2024-06-11,1,6,Entertainment,422.66,Income,Cash,Hatfield Group,8f4d347b-19f3-4f80-9320-d17a0f4526e0
76d28c78-ba7a-49dc-9236-830a1494a8ef,2024-08-24,5,8,Utilities,80.46,Expense,Bank Transfer,"Jackson, Combs and Newton",cf221f7b-79df-4c39-a528-82993d00d342
05e7994a-96b4-45f6-aeb4-b7c6f25ee4de,2024-10-10,3,10,Rent,1381.57,Expense,Debit Card,Williams-Lang,072e031b-a923-4a20-8998-349213bb7fd9
bb437e57-13b6-4538-8cac-3e1ca0339dab,2024-06-14,4,6,Utilities,191.87,Income,Debit Card,"Humphrey, Vaughn and Smith",eec6f0a4-ae0c-41f6-bf3f-8468d76dd5a8
b0ebfcfc-c49b-4f47-96cf-bee739d0df45,2024-11-10,6,11,Entertainment,976.66,Income,Bank Transfer,"Lewis, Williams and Gonzalez",3ee0f09e-6dbe-4ab6-9c6f-9c34874f0adc
bfd5e286-2dcd-4fa0-8aa3-7dd91caa94b3,2024-01-02,1,1,Entertainment,938.13,Expense,Bank Transfer,Fuller Group,44c978e9-36a1-40fe-b475-dcb27a5f0760
a6e099a7-8159-4022-a14e-8acc88512e0c,2024-09-26,3,9,Dining,995.4,Expense,Bank Transfer,Harmon-Hendrix,82e7631a-9acc-4a6a-849d-a4c245a59e56
2b097fff-5794-4fff-9a7c-a3b97d6dc918,2024-01-03,2,1,Health,772.48,Income,Debit Card,Jones-Key,71762c8e-ebe7-433c-80f6-cbc90c2ee100
a53c971f-c5ae-4092-8b09-a8b945434f58,2024-09-05,3,9,Groceries,186.4,Expense,Cash,Smith Ltd,91f477a0-02bc-449e-ab21-e8c656f23c38
03b81913-21a8-4346-8f3c-9f88dea46f40,2024-09-12,3,9,Utilities,326.05,Income,Debit Card,Davenport-Bowers,73bb5425-0ca6-4a8e-a597-927d612a0ce2
e6baf3f9-761f-4d05-b0f2-cff5266e8e16,2024-05-24,4,5,Dining,42.23,Income,Credit Card,"Soto, Taylor and Brown",3eb4015a-0fe7-4792-8d33-5cd60861a95e
e3936cf7-a871-4cd8-8a46-85466c93828a,2024-05-29,2,5,Health,146.09,Income,Bank Transfer,Lopez LLC,47602625-6342-4afa-b03f-5b46a3c686e7
d6586d41-121a-40e4-9a67-402c92d26ccd,2024-04-22,0,4,Health,263.11,Income,Bank Transfer,"Snyder, Thomas and Bradshaw",18915adf-6e26-4a22-9b57-aaf4c437dbf5
f187fd58-a352-4aab-830b-273aedf09c18,2024-10-02,2,10,Groceries,89.1,Expense,Debit Card,"Lewis, Khan and King",3c1a55f3-604e-4423-bac3-67e24355eee7
8b3591e9-6147-4f87-ab40-431bcd24c07e,2024-07-02,1,7,Rent,1101.26,Income,Credit Card,"Walton, Calderon and Stein",2c9a25f9-1488-4d65-9e89-3c1e9f9f2b8d
a76c11fc-da9a-4daf-8fb2-7b7041a06e4d,2024-02-16,4,2,Utilities,437.33,Expense,Cash,"Carter, Stevens and Martin",a82bd8d8-7723-440a-8804-e2810e767e00
0d34e3d6-7437-4842-b22f-ffedba736f10,2024-04-26,4,4,Transport,122.07,Income,Bank Transfer,White and Sons,adf878a1-b78d-4a56-8821-ebd26d86a517
f0e279a1-7f0b-4f3c-8544-e2cab95360f7,2024-04-18,3,4,Groceries,29.38,Income,Credit Card,"Foley, Roy and Carrillo",d624363b-90e6-4297-b968-19dbad2cc49e
68a721b7-7a8f-4a51-875b-cc8960927263,2024-10-01,1,10,Health,556.76,Expense,Bank Transfer,"Lewis, Taylor and Barnes",153d9ab8-4db6-499e-8715-fdf5e80351ba
105fca31-fa79-4c08-8ecf-5048c485c677,2024-11-13,2,11,Transport,866.16,Income,Credit Card,Green Group,f2881825-574c-49a3-ac29-81c4609169a2
34d6ab17-968b-4094-88f8-690358be172c,2024-04-06,5,4,Entertainment,643.37,Expense,Debit Card,"Vargas, Howell and Thornton",47851871-bae8-4adf-b50a-7b9d5f5b5856
47cdf665-0f6d-477f-ae47-5de2f4180857,2024-11-05,1,11,Health,175.77,Expense,Bank Transfer,Wilkinson PLC,4fb7ac31-c6a4-4ea3-9288-832bb20bb211
0aecbe73-6611-41d5-b04e-77e30169a1ab,2024-03-12,1,3,Transport,26.56,Income,Debit Card,Oliver-Boyd,eff25d0b-24fe-4db6-a744-16d333540c63
5cb20bc5-a381-45b9-84d0-b5837aae9327,2024-05-30,3,5,Utilities,373.99,Expense,Debit Card,"Diaz, Parks and Price",242f5e2e-8134-4a28-9e01-a8d2b164ee39
22662018-f068-4b2f-a718-3f5e435acdc2,2024-09-18,2,9,Shopping,562.29,Income,Debit Card,Malone-Potter,5d3108ad-bc70-46bf-8c85-2baba840dd76
12f5c2f0-bab0-4ab0-ad75-8c3225529e0c,2024-05-08,2,5,Dining,858.16,Income,Debit Card,King Ltd,784e7792-99fe-4f13-b84f-59ffc1a6bbb4
e630c465-cde5-4077-b772-5d0cfc00b0eb,2024-03-06,2,3,Shopping,814.93,Income,Cash,Brooks-Hopkins,e570bf81-05d7-4ad6-a749-966208d7a642
ac2c5c24-79ee-4b85-a05e-2de19f39e9e9,2024-05-31,4,5,Shopping,848.53,Expense,Debit Card,"Bird, Taylor and Ferguson",76c2b5ce-f089-4167-9837-fa6b25e40fbe
07c35848-d626-4a56-8124-cf62cfb52b0d,2024-03-29,4,3,Entertainment,753.13,Income,Credit Card,Glass PLC,dcd02ed0-1200-4fd6-99be-2a285e113637
37e1640f-19a7-463e-987d-c6b00eb61518,2024-05-23,3,5,Groceries,87.85,Expense,Credit Card,Leon and Sons,c1a8bbbe-13c1-4363-861e-a71f03445c15
060d0905-a2c3-471c-8883-cce1eadc15ac,2024-03-15,4,3,Health,452.93,Income,Credit Card,Dickerson-Cruz,2e0d5f29-24fb-4457-870a-3878568cfc4e
52d15420-76da-456b-99c6-c15c980263d9,2024-06-15,5,6,Transport,527.13,Income,Cash,Becker-Murphy,6399bcde-9144-4145-9416-9662db0c7d11
edf8fdde-b635-4293-90d8-e53894158b75,2024-04-16,1,4,Utilities,60.17,Income,Cash,Jones PLC,3f9f682c-cb85-48f6-8613-08c855ebb445
7ac41c85-eae1-4c32-96f1-711b874c9794,2024-10-09,2,10,Rent,1780.0,Income,Credit Card,Olson Group,7eaaeea6-9c04-4e1a-b547-8f8d36cba08e
34102a4e-7509-4b38-8f9c-23a3833bdb09,2024-05-04,5,5,Shopping,335.33,Income,Cash,"Gomez, Marshall and Carter",f1ac0842-e101-40ba-b7c9-ebe29be92e7b
9c0e313c-0771-4129-a6db-1f0accf7e4ed,2024-07-08,0,7,Dining,580.11,Expense,Debit Card,Fernandez Group,7d9cf811-df74-4a3a-8097-f1b52b5cb639
4a406663-cdb0-4201-b291-6a574b669960,2024-05-22,2,5,Rent,1696.64,Income,Cash,Wright-Stevens,9f16a15f-7d2a-40fc-b25b-6a2a2863cae8
5c35865b-cc3f-4242-a014-b23890301af0,2024-10-06,6,10,Utilities,372.14,Expense,Cash,"Abbott, Wright and Mcdaniel",eb492818-f2c7-4df0-b00c-0448e856dad2
934dab48-de72-4f53-974c-d5286452be10,2024-03-06,2,3,Entertainment,403.56,Income,Cash,Riddle-Matthews,e9ca10a5-78a6-49b3-87dd-a383e42fe806
c46fbe06-c5e1-4d65-8d86-9aa51894a2f2,2024-08-02,4,8,Rent,611.9,Income,Credit Card,Bennett-Wright,b753b994-74a5-43df-8ac1-b90af0999ae2
5e7ef8ce-118f-435b-98a3-f944385984ac,2024-09-16,0,9,Groceries,147.52,Expense,Bank Transfer,Stephenson Inc,03c99065-224a-46f5-81af-ebbcfb09de2a
8850a692-0e7f-42b5-acea-b1dd9662b3a1,2024-10-30,2,10,Transport,909.38,Income,Bank Transfer,"Martinez, French and Chavez",8c5d422b-f678-4534-b68c-70a37e583b67
307efa9b-77e5-42f1-9bfa-c6891539739c,2024-09-09,0,9,Utilities,110.49,Expense,Cash,"Jimenez, Haynes and Ware",3802241a-2f40-452d-ae82-dea7b2fe5193
1a702f99-9413-4359-bc91-374da8d50500,2024-07-26,4,7,Rent,1681.56,Expense,Cash,"Smith, Brown and Ross",e96b3ad5-a090-4030-9f02-90c619c4cc7e
eab19572-b699-4053-9447-240e0c5fc79e,2024-08-15,3,8,Groceries,146.87,Income,Cash,"Brown, Reed and Roman",4fd2cc67-64b4-402a-af2b-1328baecb3c8
4606f263-7d93-48e0-b741-ee90715bf5ba,2024-03-11,0,3,Health,107.83,Income,Debit Card,"Martin, Mcclain and Bailey",9403420c-2729-43a5-9bad-ad7d212c1aa2
10326596-28de-423e-b420-44c554f6002b,2024-08-17,5,8,Rent,1771.56,Expense,Bank Transfer,Williams-Hunt,887645ac-1b1d-4dc6-9857-7c312b13f243
5222617c-3838-4995-9f8b-812dee9358be,2024-09-17,1,9,Shopping,751.83,Income,Cash,Harmon-Deleon,d05e92db-bb09-4b6d-b592-1760a7bbab8a
f403c1c8-0c23-46ad-b7b7-789db89b75b4,2024-06-08,5,6,Rent,760.53,Income,Bank Transfer,"Garcia, Berry and King",828afc19-9d0e-4003-98c1-f715d7932b61
4e29693b-99b6-418d-a3ab-1583cd55c9e1,2024-03-26,1,3,Shopping,16.78,Income,Cash,Vasquez LLC,7b24beb7-b3eb-4e24-b3ec-da3561b89e36
857239d6-6ffe-45a9-8b2b-9f704aa423e1,2024-05-11,5,5,Dining,927.25,Expense,Bank Transfer,Campbell and Sons,500af272-4ebd-4e14-9f27-db374184a222
1448cec5-da6a-476a-942f-4d37519093e8,2024-06-09,6,6,Dining,661.12,Expense,Credit Card,Jordan-Thomas,545696b0-6438-4f7a-8c4f-0a02827df768
3f522a2b-f162-401e-b17e-5d7158315877,2024-07-25,3,7,Dining,41.57,Expense,Bank Transfer,Cortez LLC,a719a5c3-e856-44c7-b907-ed114c5fa757
740113ff-7f02-476e-978b-36a52e7a75fc,2024-02-06,1,2,Utilities,284.3,Expense,Cash,"Wilson, Elliott and Silva",051b1260-b6db-4c8d-b0c3-4e77360975ed
43cff10b-de99-4e4f-a7b4-8793ac0c0899,2024-07-27,5,7,Transport,636.19,Expense,Cash,"Brown, Bowen and Morse",797e78a1-d61e-4061-b1e4-fcf091ea70ac
ec9bb8a1-5624-4012-aebc-3ccffb0c34b9,2024-01-19,4,1,Utilities,314.01,Expense,Credit Card,Schmidt PLC,d661059c-d277-4fc5-8847-915aa85a80b6
af19195e-518f-406f-b125-4360e76d3606,2024-08-01,3,8,Utilities,78.74,Income,Cash,"Collins, Hoffman and Baker",3a80bf4e-7fdb-4a65-a0a5-e1615242f3c8
b461b576-2f32-4b36-8dfc-93fc127c12c5,2024-10-10,3,10,Entertainment,949.92,Expense,Debit Card,"Carter, Moreno and Livingston",5b56ac78-479f-424c-a308-ae53381be473
152b9043-1822-4260-a1e5-1ade41f98ba5,2024-11-07,3,11,Dining,123.68,Income,Bank Transfer,Ramirez-Perry,6a85c525-afc0-4305-9ce9-176d18f01070
97d56784-3873-4962-bbb9-a44f634fb681,2024-03-08,4,3,Health,698.37,Expense,Bank Transfer,"Brown, Taylor and Peterson",25dc208d-56f5-4c98-849e-c7c3cd9180c8
2821396f-1d94-465c-a475-cb49330d4248,2024-05-11,5,5,Transport,395.07,Expense,Credit Card,Smith-Davis,d8a84bc9-1f47-476b-be4b-f5bc1e6290a4
